GP,Compound,TyreLife,deg_delta,n_samples
Bahrain Grand Prix,SOFT,10,0.564,107
Bahrain Grand Prix,SOFT,11,0.632,110
Bahrain Grand Prix,SOFT,12,0.8635,98
Bahrain Grand Prix,SOFT,13,0.8325,92
Bahrain Grand Prix,SOFT,14,0.9275,80
Bahrain Grand Prix,SOFT,15,1.217,61
Bahrain Grand Prix,SOFT,16,1.223,46
Bahrain Grand Prix,SOFT,17,1.672,34
Bahrain Grand Prix,SOFT,18,1.9645,24
Bahrain Grand Prix,SOFT,19,2.352,20
Bahrain Grand Prix,SOFT,20,2.491,13
Bahrain Grand Prix,SOFT,21,2.2225,10
Bahrain Grand Prix,SOFT,22,2.702,7
Bahrain Grand Prix,SOFT,23,2.434,5
Bahrain Grand Prix,SOFT,24,2.737,5
Belgian Grand Prix,HARD,2,0.0,39
Belgian Grand Prix,HARD,3,0.251,39
Belgian Grand Prix,HARD,4,0.3515,46
Belgian Grand Prix,HARD,5,0.399,51
Belgian Grand Prix,HARD,6,0.346,51
Belgian Grand Prix,HARD,7,0.498,51
Belgian Grand Prix,HARD,8,0.392,51
Belgian Grand Prix,HARD,9,0.6645,50
Belgian Grand Prix,HARD,10,0.842,49
Belgian Grand Prix,HARD,11,0.834,49
Belgian Grand Prix,HARD,12,0.7585,48
Belgian Grand Prix,HARD,13,0.714,46
Belgian Grand Prix,HARD,14,0.856,43
Belgian Grand Prix,HARD,15,0.7945,42
Belgian Grand Prix,HARD,16,0.448,36
Belgian Grand Prix,HARD,17,0.76,34
Belgian Grand Prix,HARD,18,0.4865,30
Belgian Grand Prix,HARD,19,0.317,24
Belgian Grand Prix,HARD,20,-0.537,17
Belgian Grand Prix,HARD,21,0.125,15
Belgian Grand Prix,HARD,22,-1.137,14
Belgian Grand Prix,HARD,23,-0.906,14
Belgian Grand Prix,HARD,24,-1.025,13
Belgian Grand Prix,HARD,25,-0.5535,12
Belgian Grand Prix,HARD,26,-0.136,11
Belgian Grand Prix,HARD,27,-0.5095,10
Belgian Grand Prix,HARD,28,-0.712,9
Belgian Grand Prix,HARD,29,-0.456,9
Belgian Grand Prix,HARD,30,-0.452,9
Belgian Grand Prix,HARD,31,-0.378,9
Belgian Grand Prix,HARD,32,-0.312,9
Belgian Grand Prix,HARD,33,0.031,9
Belgian Grand Prix,MEDIUM,2,0.0,83
Belgian Grand Prix,MEDIUM,3,0.2085,90
Belgian Grand Prix,MEDIUM,4,0.345,88
Belgian Grand Prix,MEDIUM,5,0.3145,98
Belgian Grand Prix,MEDIUM,6,0.446,101
Belgian Grand Prix,MEDIUM,7,0.553,100
Belgian Grand Prix,MEDIUM,8,0.695,97
Belgian Grand Prix,MEDIUM,9,0.805,95
Belgian Grand Prix,MEDIUM,10,1.128,78
Belgian Grand Prix,MEDIUM,11,1.127,75
Belgian Grand Prix,MEDIUM,12,1.28,65
Belgian Grand Prix,MEDIUM,13,1.3215,58
Belgian Grand Prix,MEDIUM,14,1.339,48
Belgian Grand Prix,MEDIUM,15,1.492,38
Belgian Grand Prix,MEDIUM,16,1.573,31
Belgian Grand Prix,MEDIUM,17,1.791,28
Belgian Grand Prix,MEDIUM,18,1.8975,30
Belgian Grand Prix,MEDIUM,19,1.935,25
Belgian Grand Prix,MEDIUM,20,0.786,20
Belgian Grand Prix,MEDIUM,21,0.978,19
Belgian Grand Prix,MEDIUM,22,0.6875,16
Belgian Grand Prix,MEDIUM,23,0.869,13
Belgian Grand Prix,MEDIUM,24,0.507,11
Belgian Grand Prix,MEDIUM,25,0.3965,8
Belgian Grand Prix,MEDIUM,26,0.557,9
Belgian Grand Prix,MEDIUM,27,0.845,8
Belgian Grand Prix,MEDIUM,28,1.3155,8
Belgian Grand Prix,MEDIUM,29,1.3225,6
Belgian Grand Prix,MEDIUM,30,1.002,4
Belgian Grand Prix,MEDIUM,31,0.741,3
Belgian Grand Prix,SOFT,2,0.0,33
Belgian Grand Prix,SOFT,3,0.305,35
Belgian Grand Prix,SOFT,4,0.7015,36
Belgian Grand Prix,SOFT,5,0.386,45
Belgian Grand Prix,SOFT,6,0.5835,48
Belgian Grand Prix,SOFT,7,0.5705,54
Belgian Grand Prix,SOFT,8,0.611,57
Belgian Grand Prix,SOFT,9,0.319,59
Belgian Grand Prix,SOFT,10,0.2,57
Belgian Grand Prix,SOFT,11,0.101,57
Belgian Grand Prix,SOFT,12,0.182,54
Belgian Grand Prix,SOFT,13,0.444,48
Belgian Grand Prix,SOFT,14,1.262,38
Belgian Grand Prix,SOFT,15,1.089,32
Belgian Grand Prix,SOFT,16,0.712,27
Belgian Grand Prix,SOFT,17,0.657,25
Belgian Grand Prix,SOFT,18,0.188,22
Belgian Grand Prix,SOFT,19,0.35,21
Belgian Grand Prix,SOFT,20,0.34,19
Belgian Grand Prix,SOFT,21,0.42,15
Belgian Grand Prix,SOFT,22,0.418,15
Belgian Grand Prix,SOFT,23,-0.13,13
Belgian Grand Prix,SOFT,24,0.013,11
Belgian Grand Prix,SOFT,25,-0.957,10
Belgian Grand Prix,SOFT,26,-0.973,10
Belgian Grand Prix,SOFT,27,-0.093,9
Belgian Grand Prix,SOFT,28,-0.7265,6
Belgian Grand Prix,SOFT,29,-0.2725,6
Belgian Grand Prix,SOFT,30,-0.468,5
Belgian Grand Prix,SOFT,31,-0.607,5
Belgian Grand Prix,SOFT,32,-0.157,5
Belgian Grand Prix,SOFT,33,-0.142,5
Belgian Grand Prix,SOFT,34,0.117,5
Belgian Grand Prix,SOFT,35,0.857,4
Belgian Grand Prix,SOFT,36,0.7395,4
Brazilian Grand Prix,HARD,2,0.0,4
Brazilian Grand Prix,HARD,3,0.232,4
Brazilian Grand Prix,HARD,4,0.1655,4
Brazilian Grand Prix,HARD,5,0.081,4
Brazilian Grand Prix,HARD,6,0.434,3
Brazilian Grand Prix,HARD,7,0.852,4
Brazilian Grand Prix,HARD,8,0.622,4
Brazilian Grand Prix,HARD,9,0.597,4
Brazilian Grand Prix,HARD,10,0.6415,4
Brazilian Grand Prix,HARD,11,0.7455,4
Brazilian Grand Prix,HARD,12,1.1025,4
Brazilian Grand Prix,HARD,13,1.0735,4
Brazilian Grand Prix,HARD,14,1.389,3
Brazilian Grand Prix,HARD,15,0.951,3
Brazilian Grand Prix,HARD,16,1.037,3
Brazilian Grand Prix,MEDIUM,2,0.0,14
Brazilian Grand Prix,MEDIUM,3,-0.007,14
Brazilian Grand Prix,MEDIUM,4,0.184,15
Brazilian Grand Prix,MEDIUM,5,0.199,17
Brazilian Grand Prix,MEDIUM,6,0.548,16
Brazilian Grand Prix,MEDIUM,7,0.616,17
Brazilian Grand Prix,MEDIUM,8,0.5365,16
Brazilian Grand Prix,MEDIUM,9,0.624,18
Brazilian Grand Prix,MEDIUM,10,0.424,17
Brazilian Grand Prix,MEDIUM,11,0.347,15
Brazilian Grand Prix,MEDIUM,12,0.45,15
Brazilian Grand Prix,MEDIUM,13,0.749,13
Brazilian Grand Prix,MEDIUM,14,0.5405,14
Brazilian Grand Prix,MEDIUM,15,0.6905,14
Brazilian Grand Prix,MEDIUM,16,0.763,14
Brazilian Grand Prix,MEDIUM,17,1.035,16
Brazilian Grand Prix,MEDIUM,18,0.966,16
Brazilian Grand Prix,MEDIUM,19,1.138,13
Brazilian Grand Prix,MEDIUM,20,1.332,15
Brazilian Grand Prix,MEDIUM,21,1.188,15
Brazilian Grand Prix,MEDIUM,22,1.3005,14
Brazilian Grand Prix,MEDIUM,23,1.612,11
Brazilian Grand Prix,MEDIUM,24,1.339,9
Brazilian Grand Prix,MEDIUM,25,1.592,9
Brazilian Grand Prix,MEDIUM,26,1.582,4
Brazilian Grand Prix,MEDIUM,27,1.32,3
Brazilian Grand Prix,SOFT,2,0.0,5
Brazilian Grand Prix,SOFT,3,0.0,9
Brazilian Grand Prix,SOFT,4,0.0,13
Brazilian Grand Prix,SOFT,5,0.0,26
Brazilian Grand Prix,SOFT,6,-0.004,27
Brazilian Grand Prix,SOFT,7,0.288,21
Brazilian Grand Prix,SOFT,8,0.241,21
Brazilian Grand Prix,SOFT,9,0.1905,24
Brazilian Grand Prix,SOFT,10,0.5155,22
Brazilian Grand Prix,SOFT,11,0.373,23
Brazilian Grand Prix,SOFT,12,0.509,21
Brazilian Grand Prix,SOFT,13,0.654,23
Brazilian Grand Prix,SOFT,14,0.672,23
Brazilian Grand Prix,SOFT,15,0.7035,24
Brazilian Grand Prix,SOFT,16,0.813,22
Brazilian Grand Prix,SOFT,17,0.835,22
Brazilian Grand Prix,SOFT,18,0.999,23
Brazilian Grand Prix,SOFT,19,0.946,23
Brazilian Grand Prix,SOFT,20,1.015,21
Brazilian Grand Prix,SOFT,21,1.243,20
Brazilian Grand Prix,SOFT,22,1.2025,18
Brazilian Grand Prix,SOFT,23,1.276,13
Brazilian Grand Prix,SOFT,24,1.285,13
Brazilian Grand Prix,SOFT,25,1.417,11
Brazilian Grand Prix,SOFT,26,1.697,9
Brazilian Grand Prix,SOFT,27,1.6895,8
Brazilian Grand Prix,SOFT,28,1.882,6
British Grand Prix,HARD,2,0.0,33
British Grand Prix,HARD,3,0.0,36
British Grand Prix,HARD,4,0.062,42
British Grand Prix,HARD,5,0.059,45
British Grand Prix,HARD,6,0.101,47
British Grand Prix,HARD,7,0.063,49
British Grand Prix,HARD,8,0.0095,50
British Grand Prix,HARD,9,0.0,58
British Grand Prix,HARD,10,0.0,59
British Grand Prix,HARD,11,-0.015,58
British Grand Prix,HARD,12,0.001,58
British Grand Prix,HARD,13,0.0085,58
British Grand Prix,HARD,14,-0.024,59
British Grand Prix,HARD,15,0.058,60
British Grand Prix,HARD,16,0.087,59
British Grand Prix,HARD,17,-0.0715,56
British Grand Prix,HARD,18,-0.1205,54
British Grand Prix,HARD,19,-0.075,53
British Grand Prix,HARD,20,-0.1185,50
British Grand Prix,HARD,21,-0.263,50
British Grand Prix,HARD,22,-0.1755,50
British Grand Prix,HARD,23,-0.174,49
British Grand Prix,HARD,24,-0.055,44
British Grand Prix,HARD,25,-0.1845,42
British Grand Prix,HARD,26,-0.137,41
British Grand Prix,HARD,27,-0.209,39
British Grand Prix,HARD,28,-0.283,36
British Grand Prix,HARD,29,-0.604,33
British Grand Prix,HARD,30,-0.469,35
British Grand Prix,HARD,31,-0.459,31
British Grand Prix,HARD,32,-0.64,27
British Grand Prix,HARD,33,-0.377,21
British Grand Prix,HARD,34,-0.608,18
British Grand Prix,HARD,35,-0.648,17
British Grand Prix,HARD,36,-0.588,16
British Grand Prix,HARD,37,-0.354,14
British Grand Prix,HARD,38,-0.063,13
British Grand Prix,HARD,39,-0.123,12
British Grand Prix,HARD,40,-0.0605,10
British Grand Prix,MEDIUM,2,0.0,26
British Grand Prix,MEDIUM,3,0.0,41
British Grand Prix,MEDIUM,4,-0.09,44
British Grand Prix,MEDIUM,5,-0.148,49
British Grand Prix,MEDIUM,6,0.0,56
British Grand Prix,MEDIUM,7,0.0,56
British Grand Prix,MEDIUM,8,-0.004,59
British Grand Prix,MEDIUM,9,-0.027,64
British Grand Prix,MEDIUM,10,-0.091,63
British Grand Prix,MEDIUM,11,-0.1035,62
British Grand Prix,MEDIUM,12,-0.002,65
British Grand Prix,MEDIUM,13,-0.138,65
British Grand Prix,MEDIUM,14,0.007,65
British Grand Prix,MEDIUM,15,-0.126,65
British Grand Prix,MEDIUM,16,0.0965,56
British Grand Prix,MEDIUM,17,-0.115,52
British Grand Prix,MEDIUM,18,-0.0805,48
British Grand Prix,MEDIUM,19,-0.141,44
British Grand Prix,MEDIUM,20,-0.27,40
British Grand Prix,MEDIUM,21,-0.3635,36
British Grand Prix,MEDIUM,22,-0.0975,34
British Grand Prix,MEDIUM,23,-0.127,32
British Grand Prix,MEDIUM,24,-0.087,29
British Grand Prix,MEDIUM,25,-0.1325,26
British Grand Prix,MEDIUM,26,0.002,23
British Grand Prix,MEDIUM,27,-0.1215,22
British Grand Prix,MEDIUM,28,-0.1385,20
British Grand Prix,MEDIUM,29,-0.115,17
British Grand Prix,MEDIUM,30,0.031,16
British Grand Prix,MEDIUM,31,0.065,14
British Grand Prix,MEDIUM,32,0.577,9
British Grand Prix,MEDIUM,33,0.294,5
British Grand Prix,MEDIUM,34,0.7595,4
British Grand Prix,SOFT,2,0.0,8
British Grand Prix,SOFT,3,0.0,13
British Grand Prix,SOFT,4,0.0,19
British Grand Prix,SOFT,5,-0.0395,26
British Grand Prix,SOFT,6,-0.306,28
British Grand Prix,SOFT,7,-0.1295,32
British Grand Prix,SOFT,8,-0.325,33
British Grand Prix,SOFT,9,-0.036,35
British Grand Prix,SOFT,10,-0.3015,34
British Grand Prix,SOFT,11,0.0,39
British Grand Prix,SOFT,12,0.045,38
British Grand Prix,SOFT,13,0.013,37
British Grand Prix,SOFT,14,0.113,29
British Grand Prix,SOFT,15,-0.01,23
British Grand Prix,SOFT,16,0.011,21
British Grand Prix,SOFT,17,0.153,19
British Grand Prix,SOFT,18,0.119,17
British Grand Prix,SOFT,19,0.204,17
British Grand Prix,SOFT,20,-0.0035,16
British Grand Prix,SOFT,21,0.154,11
British Grand Prix,SOFT,22,0.287,10
British Grand Prix,SOFT,23,0.0625,6
British Grand Prix,SOFT,24,-0.041,5
Canadian Grand Prix,HARD,2,0.0,40
Canadian Grand Prix,HARD,3,0.0,47
Canadian Grand Prix,HARD,4,-0.087,46
Canadian Grand Prix,HARD,5,0.105,49
Canadian Grand Prix,HARD,6,0.0,61
Canadian Grand Prix,HARD,7,0.0,64
Canadian Grand Prix,HARD,8,-0.042,63
Canadian Grand Prix,HARD,9,-0.007,61
Canadian Grand Prix,HARD,10,0.17,59
Canadian Grand Prix,HARD,11,0.148,63
Canadian Grand Prix,HARD,12,0.184,63
Canadian Grand Prix,HARD,13,0.163,61
Canadian Grand Prix,HARD,14,0.18,63
Canadian Grand Prix,HARD,15,0.2115,64
Canadian Grand Prix,HARD,16,0.319,65
Canadian Grand Prix,HARD,17,0.462,69
Canadian Grand Prix,HARD,18,0.343,70
Canadian Grand Prix,HARD,19,0.5055,66
Canadian Grand Prix,HARD,20,0.67,62
Canadian Grand Prix,HARD,21,0.649,63
Canadian Grand Prix,HARD,22,0.765,65
Canadian Grand Prix,HARD,23,0.737,60
Canadian Grand Prix,HARD,24,0.8005,56
Canadian Grand Prix,HARD,25,0.7685,56
Canadian Grand Prix,HARD,26,0.9335,54
Canadian Grand Prix,HARD,27,0.948,53
Canadian Grand Prix,HARD,28,1.112,51
Canadian Grand Prix,HARD,29,1.0445,48
Canadian Grand Prix,HARD,30,1.095,43
Canadian Grand Prix,HARD,31,0.977,40
Canadian Grand Prix,HARD,32,1.285,39
Canadian Grand Prix,HARD,33,1.039,37
Canadian Grand Prix,HARD,34,1.185,35
Canadian Grand Prix,HARD,35,1.213,31
Canadian Grand Prix,HARD,36,1.218,28
Canadian Grand Prix,HARD,37,1.22,27
Canadian Grand Prix,HARD,38,0.893,21
Canadian Grand Prix,HARD,39,1.072,19
Canadian Grand Prix,HARD,40,1.117,20
Canadian Grand Prix,HARD,41,1.294,19
Canadian Grand Prix,HARD,42,1.323,18
Canadian Grand Prix,HARD,43,1.261,17
Canadian Grand Prix,HARD,44,1.459,15
Canadian Grand Prix,HARD,45,1.26,14
Canadian Grand Prix,MEDIUM,2,0.0,28
Canadian Grand Prix,MEDIUM,3,-0.132,37
Canadian Grand Prix,MEDIUM,4,-0.343,37
Canadian Grand Prix,MEDIUM,5,-0.494,37
Canadian Grand Prix,MEDIUM,6,-0.377,39
Canadian Grand Prix,MEDIUM,7,-0.4,39
Canadian Grand Prix,MEDIUM,8,-0.602,27
Canadian Grand Prix,MEDIUM,9,-0.1335,30
Canadian Grand Prix,MEDIUM,10,-0.022,29
Canadian Grand Prix,MEDIUM,11,-0.2335,34
Canadian Grand Prix,MEDIUM,12,-0.2855,26
Canadian Grand Prix,MEDIUM,13,-0.226,25
Canadian Grand Prix,MEDIUM,14,-0.208,27
Canadian Grand Prix,MEDIUM,15,0.0035,28
Canadian Grand Prix,MEDIUM,16,0.044,27
Canadian Grand Prix,MEDIUM,17,0.0415,28
Canadian Grand Prix,MEDIUM,18,-0.143,27
Canadian Grand Prix,MEDIUM,19,0.087,21
Canadian Grand Prix,MEDIUM,20,0.033,20
Canadian Grand Prix,MEDIUM,21,0.311,22
Canadian Grand Prix,MEDIUM,22,0.357,19
Canadian Grand Prix,MEDIUM,23,0.661,19
Canadian Grand Prix,MEDIUM,24,0.642,18
Canadian Grand Prix,MEDIUM,25,0.696,17
Canadian Grand Prix,MEDIUM,26,0.9815,16
Canadian Grand Prix,MEDIUM,27,1.134,15
Canadian Grand Prix,MEDIUM,28,0.784,13
Canadian Grand Prix,MEDIUM,29,0.832,12
Canadian Grand Prix,MEDIUM,30,0.946,10
Canadian Grand Prix,MEDIUM,31,0.4095,6
Canadian Grand Prix,MEDIUM,32,0.7055,6
Canadian Grand Prix,MEDIUM,33,0.515,5
Canadian Grand Prix,MEDIUM,34,0.793,5
Canadian Grand Prix,MEDIUM,35,0.812,4
Canadian Grand Prix,MEDIUM,36,1.0425,4
Canadian Grand Prix,MEDIUM,37,0.933,3
Canadian Grand Prix,SOFT,6,0.0,4
Canadian Grand Prix,SOFT,7,0.117,4
Canadian Grand Prix,SOFT,8,0.415,3
Canadian Grand Prix,SOFT,9,0.122,3
Chinese Grand Prix,HARD,2,0.0,27
Chinese Grand Prix,HARD,3,0.375,27
Chinese Grand Prix,HARD,4,0.7225,26
Chinese Grand Prix,HARD,5,0.72,26
Chinese Grand Prix,HARD,6,0.872,25
Chinese Grand Prix,HARD,7,0.934,27
Chinese Grand Prix,HARD,8,1.076,27
Chinese Grand Prix,HARD,9,0.512,33
Chinese Grand Prix,HARD,10,0.754,34
Chinese Grand Prix,HARD,11,0.843,35
Chinese Grand Prix,HARD,12,0.766,34
Chinese Grand Prix,HARD,13,0.733,31
Chinese Grand Prix,HARD,14,0.612,31
Chinese Grand Prix,HARD,15,0.899,29
Chinese Grand Prix,HARD,16,0.769,28
Chinese Grand Prix,HARD,17,0.893,23
Chinese Grand Prix,HARD,18,1.19,24
Chinese Grand Prix,HARD,19,1.2215,24
Chinese Grand Prix,HARD,20,1.28,23
Chinese Grand Prix,HARD,21,1.1575,20
Chinese Grand Prix,HARD,22,1.198,21
Chinese Grand Prix,HARD,23,1.353,21
Chinese Grand Prix,HARD,24,1.5715,20
Chinese Grand Prix,HARD,25,1.6295,20
Chinese Grand Prix,HARD,26,1.54,19
Chinese Grand Prix,HARD,27,1.454,17
Chinese Grand Prix,HARD,28,1.7985,16
Chinese Grand Prix,HARD,29,1.714,17
Chinese Grand Prix,HARD,30,1.6445,16
Chinese Grand Prix,HARD,31,1.817,15
Chinese Grand Prix,HARD,32,2.132,16
Chinese Grand Prix,HARD,33,1.966,13
Chinese Grand Prix,HARD,34,2.573,8
Chinese Grand Prix,HARD,35,2.406,5
Chinese Grand Prix,HARD,36,2.837,3
Chinese Grand Prix,MEDIUM,1,0.0,4
Chinese Grand Prix,MEDIUM,2,0.0,31
Chinese Grand Prix,MEDIUM,3,0.0,36
Chinese Grand Prix,MEDIUM,4,0.253,37
Chinese Grand Prix,MEDIUM,5,0.504,38
Chinese Grand Prix,MEDIUM,6,0.4295,44
Chinese Grand Prix,MEDIUM,7,0.674,43
Chinese Grand Prix,MEDIUM,8,0.8955,40
Chinese Grand Prix,MEDIUM,9,0.7435,38
Chinese Grand Prix,MEDIUM,10,0.711,37
Chinese Grand Prix,MEDIUM,11,0.8225,34
Chinese Grand Prix,MEDIUM,12,0.673,31
Chinese Grand Prix,MEDIUM,13,0.9125,28
Chinese Grand Prix,MEDIUM,14,0.946,25
Chinese Grand Prix,MEDIUM,15,1.238,23
Chinese Grand Prix,MEDIUM,16,1.38,23
Chinese Grand Prix,MEDIUM,17,1.208,22
Chinese Grand Prix,MEDIUM,18,1.676,21
Chinese Grand Prix,MEDIUM,19,1.578,19
Chinese Grand Prix,MEDIUM,20,1.739,16
Chinese Grand Prix,MEDIUM,21,1.761,12
Chinese Grand Prix,MEDIUM,22,1.829,9
Chinese Grand Prix,MEDIUM,23,1.753,7
Chinese Grand Prix,MEDIUM,24,2.339,5
Chinese Grand Prix,SOFT,2,0.0,9
Chinese Grand Prix,SOFT,3,-0.062,10
Chinese Grand Prix,SOFT,4,0.145,10
Chinese Grand Prix,SOFT,5,0.444,9
Chinese Grand Prix,SOFT,6,0.233,13
Chinese Grand Prix,SOFT,7,0.296,11
Chinese Grand Prix,SOFT,8,0.5165,12
Chinese Grand Prix,SOFT,9,0.275,11
Chinese Grand Prix,SOFT,10,0.076,11
Chinese Grand Prix,SOFT,11,0.1355,10
Chinese Grand Prix,SOFT,12,0.239,8
Chinese Grand Prix,SOFT,13,0.5035,8
Chinese Grand Prix,SOFT,14,0.51,7
Chinese Grand Prix,SOFT,15,0.667,7
Chinese Grand Prix,SOFT,16,0.6565,6
Chinese Grand Prix,SOFT,17,0.681,4
Chinese Grand Prix,SOFT,18,0.7525,4
Chinese Grand Prix,SOFT,19,0.8225,4
Dutch Grand Prix,HARD,2,0.0,36
Dutch Grand Prix,HARD,3,-0.013,42
Dutch Grand Prix,HARD,4,0.025,41
Dutch Grand Prix,HARD,5,0.061,39
Dutch Grand Prix,HARD,6,0.1415,42
Dutch Grand Prix,HARD,7,0.297,39
Dutch Grand Prix,HARD,8,0.214,40
Dutch Grand Prix,HARD,9,0.399,40
Dutch Grand Prix,HARD,10,0.458,41
Dutch Grand Prix,HARD,11,0.5025,38
Dutch Grand Prix,HARD,12,0.655,35
Dutch Grand Prix,HARD,13,0.7555,36
Dutch Grand Prix,HARD,14,0.793,34
Dutch Grand Prix,HARD,15,0.974,34
Dutch Grand Prix,HARD,16,0.9165,34
Dutch Grand Prix,HARD,17,0.986,31
Dutch Grand Prix,HARD,18,1.056,32
Dutch Grand Prix,HARD,19,1.143,31
Dutch Grand Prix,HARD,20,1.171,30
Dutch Grand Prix,HARD,21,1.129,29
Dutch Grand Prix,HARD,22,1.2255,30
Dutch Grand Prix,HARD,23,1.1425,28
Dutch Grand Prix,HARD,24,1.3415,30
Dutch Grand Prix,HARD,25,1.2895,30
Dutch Grand Prix,HARD,26,1.3735,30
Dutch Grand Prix,HARD,27,1.4915,28
Dutch Grand Prix,HARD,28,1.555,29
Dutch Grand Prix,HARD,29,1.6565,24
Dutch Grand Prix,HARD,30,1.687,24
Dutch Grand Prix,HARD,31,1.763,24
Dutch Grand Prix,HARD,32,1.8725,24
Dutch Grand Prix,HARD,33,1.697,22
Dutch Grand Prix,HARD,34,1.7095,22
Dutch Grand Prix,HARD,35,1.7315,22
Dutch Grand Prix,HARD,36,1.913,19
Dutch Grand Prix,HARD,37,2.1915,18
Dutch Grand Prix,HARD,38,2.111,17
Dutch Grand Prix,HARD,39,2.2135,16
Dutch Grand Prix,HARD,40,2.057,13
Dutch Grand Prix,HARD,41,2.351,11
Dutch Grand Prix,HARD,42,2.3295,8
Dutch Grand Prix,HARD,43,2.6805,6
Dutch Grand Prix,HARD,44,2.695,5
Dutch Grand Prix,HARD,45,2.6665,4
Dutch Grand Prix,MEDIUM,2,0.0,38
Dutch Grand Prix,MEDIUM,3,0.0,48
Dutch Grand Prix,MEDIUM,4,0.111,50
Dutch Grand Prix,MEDIUM,5,0.1505,50
Dutch Grand Prix,MEDIUM,6,0.193,50
Dutch Grand Prix,MEDIUM,7,0.2645,48
Dutch Grand Prix,MEDIUM,8,0.523,48
Dutch Grand Prix,MEDIUM,9,0.444,44
Dutch Grand Prix,MEDIUM,10,0.621,45
Dutch Grand Prix,MEDIUM,11,0.629,43
Dutch Grand Prix,MEDIUM,12,0.765,44
Dutch Grand Prix,MEDIUM,13,0.768,47
Dutch Grand Prix,MEDIUM,14,0.753,43
Dutch Grand Prix,MEDIUM,15,0.8,45
Dutch Grand Prix,MEDIUM,16,0.905,46
Dutch Grand Prix,MEDIUM,17,0.908,41
Dutch Grand Prix,MEDIUM,18,1.082,37
Dutch Grand Prix,MEDIUM,19,0.997,36
Dutch Grand Prix,MEDIUM,20,1.13,33
Dutch Grand Prix,MEDIUM,21,1.2305,32
Dutch Grand Prix,MEDIUM,22,1.2365,30
Dutch Grand Prix,MEDIUM,23,1.323,28
Dutch Grand Prix,MEDIUM,24,1.302,28
Dutch Grand Prix,MEDIUM,25,1.49,26
Dutch Grand Prix,MEDIUM,26,1.481,24
Dutch Grand Prix,MEDIUM,27,1.3915,22
Dutch Grand Prix,MEDIUM,28,1.632,19
Dutch Grand Prix,MEDIUM,29,1.4945,14
Dutch Grand Prix,MEDIUM,30,1.534,10
Dutch Grand Prix,MEDIUM,31,2.0355,8
Dutch Grand Prix,MEDIUM,32,1.774,5
Dutch Grand Prix,MEDIUM,33,1.651,4
Dutch Grand Prix,MEDIUM,34,2.079,4
Dutch Grand Prix,MEDIUM,35,2.251,5
Dutch Grand Prix,MEDIUM,36,2.25,3
Dutch Grand Prix,SOFT,2,0.0,12
Dutch Grand Prix,SOFT,3,0.0,17
Dutch Grand Prix,SOFT,4,-0.053,22
Dutch Grand Prix,SOFT,5,0.0,27
Dutch Grand Prix,SOFT,6,0.0,34
Dutch Grand Prix,SOFT,7,-0.0125,38
Dutch Grand Prix,SOFT,8,-0.017,41
Dutch Grand Prix,SOFT,9,-0.101,39
Dutch Grand Prix,SOFT,10,-0.037,37
Dutch Grand Prix,SOFT,11,0.2175,36
Dutch Grand Prix,SOFT,12,0.283,33
Dutch Grand Prix,SOFT,13,0.297,32
Dutch Grand Prix,SOFT,14,0.286,34
Dutch Grand Prix,SOFT,15,0.327,31
Dutch Grand Prix,SOFT,16,0.6315,30
Dutch Grand Prix,SOFT,17,0.308,29
Dutch Grand Prix,SOFT,18,0.589,22
Dutch Grand Prix,SOFT,19,0.524,19
Dutch Grand Prix,SOFT,20,0.606,13
Dutch Grand Prix,SOFT,21,0.8285,12
Dutch Grand Prix,SOFT,22,1.041,11
Dutch Grand Prix,SOFT,23,1.145,10
Dutch Grand Prix,SOFT,24,0.635,7
Dutch Grand Prix,SOFT,25,0.973,5
Dutch Grand Prix,SOFT,26,0.9865,4
Dutch Grand Prix,SOFT,27,1.347,4
Eifel Grand Prix,HARD,2,0.0,4
Eifel Grand Prix,HARD,3,-0.1945,4
Eifel Grand Prix,HARD,4,0.226,3
Eifel Grand Prix,HARD,5,-0.096,3
Eifel Grand Prix,HARD,6,1.174,4
Eifel Grand Prix,HARD,7,0.8525,4
Eifel Grand Prix,HARD,8,0.979,4
Eifel Grand Prix,HARD,9,0.4615,4
Eifel Grand Prix,HARD,10,0.6615,4
Eifel Grand Prix,HARD,11,0.3525,4
Eifel Grand Prix,HARD,12,0.479,4
Eifel Grand Prix,HARD,13,0.5465,4
Eifel Grand Prix,HARD,14,0.8,3
Eifel Grand Prix,HARD,15,0.919,3
Eifel Grand Prix,HARD,23,2.485,3
Eifel Grand Prix,HARD,24,1.583,3
Eifel Grand Prix,HARD,25,1.859,3
Eifel Grand Prix,HARD,26,1.433,3
Eifel Grand Prix,MEDIUM,2,0.0,12
Eifel Grand Prix,MEDIUM,3,0.0,15
Eifel Grand Prix,MEDIUM,4,-0.189,15
Eifel Grand Prix,MEDIUM,5,-0.066,16
Eifel Grand Prix,MEDIUM,6,0.0445,14
Eifel Grand Prix,MEDIUM,7,-0.062,16
Eifel Grand Prix,MEDIUM,8,-0.101,15
Eifel Grand Prix,MEDIUM,9,0.1015,14
Eifel Grand Prix,MEDIUM,10,0.043,15
Eifel Grand Prix,MEDIUM,11,-0.0905,14
Eifel Grand Prix,MEDIUM,12,0.0045,16
Eifel Grand Prix,MEDIUM,13,0.2475,14
Eifel Grand Prix,MEDIUM,14,0.167,11
Eifel Grand Prix,MEDIUM,15,0.3425,14
